country,year,sex,e0
JPN,1947,female,53.67
JPN,1947,male,49.81
JPN,1948,female,58.65
JPN,1948,male,55.03
JPN,1949,female,59.45
JPN,1949,male,55.97
JPN,1950,female,60.88
JPN,1950,male,57.57
JPN,1951,female,62.61
JPN,1951,male,59.3
JPN,1952,female,64.67
JPN,1952,male,61.26
JPN,1953,female,65.07
JPN,1953,male,61.54
JPN,1954,female,66.57
JPN,1954,male,62.47
JPN,1955,female,67.77
JPN,1955,male,63.62
JPN,1956,female,67.67
JPN,1956,male,63.43
JPN,1957,female,67.62
JPN,1957,male,63.27
JPN,1958,female,69.31
JPN,1958,male,64.75
JPN,1959,female,69.79
JPN,1959,male,65.12
JPN,1960,female,70.14
JPN,1960,male,65.3
JPN,1961,female,70.83
JPN,1961,male,65.91
JPN,1962,female,71.14
JPN,1962,male,66.2
JPN,1963,female,72.28
JPN,1963,male,67.2
JPN,1964,female,72.76
JPN,1964,male,67.63
JPN,1965,female,72.85
JPN,1965,male,67.68
JPN,1966,female,73.65
JPN,1966,male,68.45
JPN,1967,female,73.99
JPN,1967,male,68.79
JPN,1968,female,74.28
JPN,1968,male,69.04
JPN,1969,female,74.63
JPN,1969,male,69.21
JPN,1970,female,74.68
JPN,1970,male,69.32
JPN,1971,female,75.48
JPN,1971,male,70.13
JPN,1972,female,75.94
JPN,1972,male,70.53
JPN,1973,female,76.02
JPN,1973,male,70.76
JPN,1974,female,76.37
JPN,1974,male,71.25
JPN,1975,female,76.88
JPN,1975,male,71.75
JPN,1976,female,77.29
JPN,1976,male,72.13
JPN,1977,female,77.86
JPN,1977,male,72.67
JPN,1978,female,78.22
JPN,1978,male,72.96
JPN,1979,female,78.76
JPN,1979,male,73.43
JPN,1980,female,78.76
JPN,1980,male,73.38
JPN,1981,female,79.16
JPN,1981,male,73.81
JPN,1982,female,79.73
JPN,1982,male,74.26
JPN,1983,female,79.83
JPN,1983,male,74.24
JPN,1984,female,80.26
JPN,1984,male,74.6
JPN,1985,female,80.55
JPN,1985,male,74.89
JPN,1986,female,80.98
JPN,1986,male,75.27
JPN,1987,female,81.43
JPN,1987,male,75.65
JPN,1988,female,81.33
JPN,1988,male,75.59
JPN,1989,female,81.8
JPN,1989,male,75.97
JPN,1990,female,81.86
JPN,1990,male,75.94
JPN,1991,female,82.17
JPN,1991,male,76.16
JPN,1992,female,82.29
JPN,1992,male,76.13
JPN,1993,female,82.45
JPN,1993,male,76.27
JPN,1994,female,82.9
JPN,1994,male,76.59
JPN,1995,female,82.78
JPN,1995,male,76.41
JPN,1996,female,83.5
JPN,1996,male,77.03
JPN,1997,female,83.73
JPN,1997,male,77.24
JPN,1998,female,83.92
JPN,1998,male,77.21
JPN,1999,female,83.92
JPN,1999,male,77.17
JPN,2000,female,84.52
JPN,2000,male,77.68
JPN,2001,female,84.85
JPN,2001,male,78.01
JPN,2002,female,85.15
JPN,2002,male,78.28
JPN,2003,female,85.25
JPN,2003,male,78.32
JPN,2004,female,85.5
JPN,2004,male,78.61
JPN,2005,female,85.42
JPN,2005,male,78.5
JPN,2006,female,85.7
JPN,2006,male,78.92
JPN,2007,female,85.88
JPN,2007,male,79.1
JPN,2008,female,85.95
JPN,2008,male,79.21
JPN,2009,female,86.33
JPN,2009,male,79.51
JPN,2010,female,86.24
JPN,2010,male,79.51
JPN,2011,female,85.86
JPN,2011,male,79.4
JPN,2012,female,86.37
JPN,2012,male,79.9
JPN,2013,female,86.56
JPN,2013,male,80.17
JPN,2014,female,86.77
JPN,2014,male,80.45
JPN,2015,female,86.97
JPN,2015,male,80.72
JPN,2016,female,87.13
JPN,2016,male,80.92
JPN,2017,female,87.27
JPN,2017,male,81.06
JPN,2018,female,87.32
JPN,2018,male,81.21
JPN,2019,female,87.45
JPN,2019,male,81.36
JPN,2020,female,87.75
JPN,2020,male,81.57
JPN,2021,female,87.61
JPN,2021,male,81.48
JPN,2022,female,87.12
JPN,2022,male,81.06
JPN,2023,female,87.18
JPN,2023,male,81.1
JPN,2024,female,87.18
JPN,2024,male,81.11
KOR,2003,female,80.7
KOR,2003,male,73.75
KOR,2004,female,81.19
KOR,2004,male,74.27
KOR,2005,female,81.55
KOR,2005,male,74.86
KOR,2006,female,82.11
KOR,2006,male,75.43
KOR,2007,female,82.41
KOR,2007,male,75.84
KOR,2008,female,83
KOR,2008,male,76.29
KOR,2009,female,83.43
KOR,2009,male,76.73
KOR,2010,female,83.66
KOR,2010,male,76.86
KOR,2011,female,84.05
KOR,2011,male,77.35
KOR,2012,female,84.17
KOR,2012,male,77.59
KOR,2013,female,84.61
KOR,2013,male,78.17
KOR,2014,female,85.02
KOR,2014,male,78.64
KOR,2015,female,85.18
KOR,2015,male,78.96
KOR,2016,female,85.44
KOR,2016,male,79.33
KOR,2017,female,85.75
KOR,2017,male,79.72
KOR,2018,female,85.76
KOR,2018,male,79.8
KOR,2019,female,86.3
KOR,2019,male,80.33
KOR,2020,female,86.47
KOR,2020,male,80.56
KOR,2021,female,86.57
KOR,2021,male,80.67
KOR,2022,female,85.56
KOR,2022,male,79.91
KOR,2023,female,86.37
KOR,2023,male,80.63
KOR,2024,female,86.53
KOR,2024,male,80.86
LTU,1959,female,70.63
LTU,1959,male,64.37
LTU,1960,female,73.02
LTU,1960,male,66.99
LTU,1961,female,73.61
LTU,1961,male,66.83
LTU,1962,female,72.46
LTU,1962,male,65.94
LTU,1963,female,73.85
LTU,1963,male,66.79
LTU,1964,female,75.05
LTU,1964,male,68.3
LTU,1965,female,74.75
LTU,1965,male,68.15
LTU,1966,female,75.12
LTU,1966,male,68.15
LTU,1967,female,75.48
LTU,1967,male,67.98
LTU,1968,female,75.15
LTU,1968,male,67.68
LTU,1969,female,75.01
LTU,1969,male,67.08
LTU,1970,female,75.04
LTU,1970,male,66.81
LTU,1971,female,76.13
LTU,1971,male,67.56
LTU,1972,female,75.45
LTU,1972,male,66.83
LTU,1973,female,75.65
LTU,1973,male,67.23
LTU,1974,female,75.71
LTU,1974,male,67.01
LTU,1975,female,75.57
LTU,1975,male,66.37
LTU,1976,female,75.87
LTU,1976,male,66.3
LTU,1977,female,75.65
LTU,1977,male,66.2
LTU,1978,female,75.43
LTU,1978,male,66
LTU,1979,female,75.62
LTU,1979,male,65.58
LTU,1980,female,75.63
LTU,1980,male,65.58
LTU,1981,female,75.65
LTU,1981,male,65.5
LTU,1982,female,75.99
LTU,1982,male,65.92
LTU,1983,female,75.89
LTU,1983,male,65.9
LTU,1984,female,75.57
LTU,1984,male,65.33
LTU,1985,female,75.48
LTU,1985,male,65.76
LTU,1986,female,76.44
LTU,1986,male,67.93
LTU,1987,female,76.34
LTU,1987,male,67.73
LTU,1988,female,76.26
LTU,1988,male,67.46
LTU,1989,female,76.21
LTU,1989,male,66.84
LTU,1990,female,76.15
LTU,1990,male,66.39
LTU,1991,female,75.81
LTU,1991,male,65.13
LTU,1992,female,75.87
LTU,1992,male,64.78
LTU,1993,female,74.93
LTU,1993,male,63.12
LTU,1994,female,74.76
LTU,1994,male,62.51
LTU,1995,female,74.96
LTU,1995,male,63.24
LTU,1996,female,75.79
LTU,1996,male,64.61
LTU,1997,female,76.55
LTU,1997,male,65.45
LTU,1998,female,76.57
LTU,1998,male,65.97
LTU,1999,female,76.95
LTU,1999,male,66.33
LTU,2000,female,77.37
LTU,2000,male,66.74
LTU,2001,female,77.49
LTU,2001,male,65.9
LTU,2002,female,77.47
LTU,2002,male,66.17
LTU,2003,female,77.73
LTU,2003,male,66.4
LTU,2004,female,77.73
LTU,2004,male,66.27
LTU,2005,female,77.47
LTU,2005,male,65.21
LTU,2006,female,77.07
LTU,2006,male,65.05
LTU,2007,female,77.19
LTU,2007,male,64.51
LTU,2008,female,77.53
LTU,2008,male,65.93
LTU,2009,female,78.54
LTU,2009,male,67.12
LTU,2010,female,78.76
LTU,2010,male,67.55
LTU,2011,female,79.07
LTU,2011,male,68.04
LTU,2012,female,79.41
LTU,2012,male,68.41
LTU,2013,female,79.37
LTU,2013,male,68.57
LTU,2014,female,79.86
LTU,2014,male,69.2
LTU,2015,female,79.62
LTU,2015,male,69.25
LTU,2016,female,79.99
LTU,2016,male,69.62
LTU,2017,female,80.39
LTU,2017,male,70.88
LTU,2018,female,80.61
LTU,2018,male,71.08
LTU,2019,female,81.04
LTU,2019,male,71.67
LTU,2020,female,80.07
LTU,2020,male,70.26
LTU,2021,female,78.91
LTU,2021,male,69.62
LTU,2022,female,80.13
LTU,2022,male,71.37
LTU,2023,female,81.72
LTU,2023,male,72.87
LTU,2024,female,81.65
LTU,2024,male,73.02
LUX,1960,female,72.15
LUX,1960,male,66.03
LUX,1961,female,72.45
LUX,1961,male,66.78
LUX,1962,female,71.83
LUX,1962,male,65.67
LUX,1963,female,71.93
LUX,1963,male,65.94
LUX,1964,female,72.99
LUX,1964,male,65.44
LUX,1965,female,72.94
LUX,1965,male,66.09
LUX,1966,female,72.5
LUX,1966,male,66.27
LUX,1967,female,73.02
LUX,1967,male,66.53
LUX,1968,female,73.35
LUX,1968,male,67.33
LUX,1969,female,73.31
LUX,1969,male,66.57
LUX,1970,female,72.9
LUX,1970,male,66.38
LUX,1971,female,72.93
LUX,1971,male,66.16
LUX,1972,female,73.88
LUX,1972,male,67.64
LUX,1973,female,74.46
LUX,1973,male,66.76
LUX,1974,female,74.29
LUX,1974,male,66.95
LUX,1975,female,74.16
LUX,1975,male,67.05
LUX,1976,female,74.07
LUX,1976,male,66.99
LUX,1977,female,75.77
LUX,1977,male,67.93
LUX,1978,female,75.26
LUX,1978,male,68.26
LUX,1979,female,75.98
LUX,1979,male,68.84
LUX,1980,female,75.16
LUX,1980,male,69.84
LUX,1981,female,75.87
LUX,1981,male,68.89
LUX,1982,female,76.06
LUX,1982,male,68.82
LUX,1983,female,76.83
LUX,1983,male,69.78
LUX,1984,female,76.58
LUX,1984,male,69.59
LUX,1985,female,76.95
LUX,1985,male,70.22
LUX,1986,female,78.35
LUX,1986,male,70.7
LUX,1987,female,77.59
LUX,1987,male,70.59
LUX,1988,female,78.46
LUX,1988,male,70.94
LUX,1989,female,77.99
LUX,1989,male,71.23
LUX,1990,female,78.23
LUX,1990,male,72.29
LUX,1991,female,78.86
LUX,1991,male,71.93
LUX,1992,female,78.22
LUX,1992,male,71.88
LUX,1993,female,79.2
LUX,1993,male,72.13
LUX,1994,female,79.45
LUX,1994,male,73.12
LUX,1995,female,79.92
LUX,1995,male,72.88
LUX,1996,female,79.59
LUX,1996,male,73.16
LUX,1997,female,79.41
LUX,1997,male,73.95
LUX,1998,female,80.13
LUX,1998,male,73.66
LUX,1999,female,80.73
LUX,1999,male,74.29
LUX,2000,female,80.81
LUX,2000,male,74.51
LUX,2001,female,80.46
LUX,2001,male,75.06
LUX,2002,female,81.23
LUX,2002,male,74.62
LUX,2003,female,80.8
LUX,2003,male,74.82
LUX,2004,female,82.2
LUX,2004,male,76.04
LUX,2005,female,82.07
LUX,2005,male,76.76
LUX,2006,female,81.72
LUX,2006,male,76.82
LUX,2007,female,82
LUX,2007,male,76.73
LUX,2008,female,82.76
LUX,2008,male,78.12
LUX,2009,female,82.92
LUX,2009,male,78.15
LUX,2010,female,83.16
LUX,2010,male,77.96
LUX,2011,female,83.17
LUX,2011,male,78.39
LUX,2012,female,83.38
LUX,2012,male,78.77
LUX,2013,female,83.4
LUX,2013,male,79.34
LUX,2014,female,84.43
LUX,2014,male,79.08
LUX,2015,female,84.24
LUX,2015,male,79.65
LUX,2016,female,84.78
LUX,2016,male,79.78
LUX,2017,female,83.89
LUX,2017,male,79.56
LUX,2018,female,84.19
LUX,2018,male,79.82
LUX,2019,female,84.78
LUX,2019,male,79.96
LUX,2020,female,84.35
LUX,2020,male,79.77
LUX,2021,female,84.6
LUX,2021,male,80.36
LUX,2022,female,85.01
LUX,2022,male,80.59
LUX,2023,female,84.85
LUX,2023,male,81.41
LUX,2024,female,85.51
LUX,2024,male,80.96
LVA,1959,female,72.66
LVA,1959,male,65.56
LVA,1960,female,73.51
LVA,1960,male,66.28
LVA,1961,female,73.92
LVA,1961,male,66.33
LVA,1962,female,73.17
LVA,1962,male,65.83
LVA,1963,female,73.69
LVA,1963,male,66.22
LVA,1964,female,74.88
LVA,1964,male,67.33
LVA,1965,female,74.85
LVA,1965,male,66.79
LVA,1966,female,74.6
LVA,1966,male,66.99
LVA,1967,female,74.22
LVA,1967,male,66.75
LVA,1968,female,74.54
LVA,1968,male,65.76
LVA,1969,female,74.55
LVA,1969,male,65.28
LVA,1970,female,74.24
LVA,1970,male,65.65
LVA,1971,female,74.8
LVA,1971,male,65.74
LVA,1972,female,74.77
LVA,1972,male,65.24
LVA,1973,female,74.49
LVA,1973,male,65.34
LVA,1974,female,74.74
LVA,1974,male,64.97
LVA,1975,female,74.16
LVA,1975,male,63.93
LVA,1976,female,74.39
LVA,1976,male,63.97
LVA,1977,female,74.15
LVA,1977,male,64.28
LVA,1978,female,74.1
LVA,1978,male,64.1
LVA,1979,female,73.71
LVA,1979,male,63.52
LVA,1980,female,74.09
LVA,1980,male,63.74
LVA,1981,female,74.37
LVA,1981,male,63.44
LVA,1982,female,74.62
LVA,1982,male,64.24
LVA,1983,female,74.58
LVA,1983,male,63.87
LVA,1984,female,74.46
LVA,1984,male,64.06
LVA,1985,female,74.01
LVA,1985,male,64.74
LVA,1986,female,75.08
LVA,1986,male,66.29
LVA,1987,female,75.11
LVA,1987,male,66.38
LVA,1988,female,75.14
LVA,1988,male,66.19
LVA,1989,female,75.09
LVA,1989,male,65.33
LVA,1990,female,74.51
LVA,1990,male,64.13
LVA,1991,female,74.49
LVA,1991,male,63.68
LVA,1992,female,74.3
LVA,1992,male,62.58
LVA,1993,female,73.2
LVA,1993,male,60.38
LVA,1994,female,72.25
LVA,1994,male,58.72
LVA,1995,female,72.66
LVA,1995,male,59.71
LVA,1996,female,74.41
LVA,1996,male,62.73
LVA,1997,female,74.68
LVA,1997,male,63.62
LVA,1998,female,74.45
LVA,1998,male,63.2
LVA,1999,female,74.96
LVA,1999,male,64.19
LVA,2000,female,75.71
LVA,2000,male,64.53
LVA,2001,female,75.46
LVA,2001,male,64.26
LVA,2002,female,75.85
LVA,2002,male,64.43
LVA,2003,female,75.71
LVA,2003,male,65.35
LVA,2004,female,76.07
LVA,2004,male,65.6
LVA,2005,female,76.28
LVA,2005,male,64.94
LVA,2006,female,76.09
LVA,2006,male,64.96
LVA,2007,female,76.21
LVA,2007,male,65.3
LVA,2008,female,77.39
LVA,2008,male,66.44
LVA,2009,female,77.59
LVA,2009,male,67.51
LVA,2010,female,77.85
LVA,2010,male,67.89
LVA,2011,female,78.51
LVA,2011,male,68.55
LVA,2012,female,78.68
LVA,2012,male,68.85
LVA,2013,female,78.74
LVA,2013,male,69.26
LVA,2014,female,79.23
LVA,2014,male,69.06
LVA,2015,female,79.33
LVA,2015,male,69.67
LVA,2016,female,79.39
LVA,2016,male,69.78
LVA,2017,female,79.53
LVA,2017,male,69.8
LVA,2018,female,79.62
LVA,2018,male,70.05
LVA,2019,female,80.02
LVA,2019,male,70.9
LVA,2020,female,79.94
LVA,2020,male,70.59
LVA,2021,female,78.05
LVA,2021,male,68.26
LVA,2022,female,79.42
LVA,2022,male,69.48
LVA,2023,female,80.51
LVA,2023,male,70.49
LVA,2024,female,81.21
LVA,2024,male,71.38
NLD,1850,female,40.8
NLD,1850,male,38.89
NLD,1851,female,40.93
NLD,1851,male,39.35
NLD,1852,female,39.55
NLD,1852,male,37.87
NLD,1853,female,39.78
NLD,1853,male,37.72
NLD,1854,female,39.58
NLD,1854,male,37.88
NLD,1855,female,35.4
NLD,1855,male,33.79
NLD,1856,female,39.3
NLD,1856,male,37.65
NLD,1857,female,36.26
NLD,1857,male,34.59
NLD,1858,female,35.87
NLD,1858,male,33.76
NLD,1859,female,31.92
NLD,1859,male,29.94
NLD,1860,female,38.06
NLD,1860,male,35.98
NLD,1861,female,37.31
NLD,1861,male,35.74
NLD,1862,female,39.06
NLD,1862,male,37.7
NLD,1863,female,39.31
NLD,1863,male,37.35
NLD,1864,female,38.57
NLD,1864,male,36.77
NLD,1865,female,37.39
NLD,1865,male,35.58
NLD,1866,female,34.82
NLD,1866,male,32.61
NLD,1867,female,40.36
NLD,1867,male,38.29
NLD,1868,female,38.7
NLD,1868,male,36.88
NLD,1869,female,41.45
NLD,1869,male,39.45
NLD,1870,female,38.55
NLD,1870,male,36.57
NLD,1871,female,33.96
NLD,1871,male,32.09
NLD,1872,female,37.77
NLD,1872,male,35.21
NLD,1873,female,40.55
NLD,1873,male,38.03
NLD,1874,female,42.54
NLD,1874,male,40.11
NLD,1875,female,39.49
NLD,1875,male,37.25
NLD,1876,female,41.75
NLD,1876,male,39.23
NLD,1877,female,43.43
NLD,1877,male,40.79
NLD,1878,female,42.36
NLD,1878,male,39.88
NLD,1879,female,43.17
NLD,1879,male,40.84
NLD,1880,female,41.87
NLD,1880,male,39.03
NLD,1881,female,44.2
NLD,1881,male,41.63
NLD,1882,female,45.25
NLD,1882,male,42.42
NLD,1883,female,43.66
NLD,1883,male,41.12
NLD,1884,female,42.59
NLD,1884,male,40.15
NLD,1885,female,44.47
NLD,1885,male,42.14
NLD,1886,female,43.58
NLD,1886,male,40.46
NLD,1887,female,46.51
NLD,1887,male,43.52
NLD,1888,female,45.68
NLD,1888,male,42.84
NLD,1889,female,45.66
NLD,1889,male,43.13
NLD,1890,female,45.76
NLD,1890,male,43.13
NLD,1891,female,45.68
NLD,1891,male,42.93
NLD,1892,female,45.29
NLD,1892,male,42.68
NLD,1893,female,47.26
NLD,1893,male,44.52
NLD,1894,female,48.44
NLD,1894,male,45.6
NLD,1895,female,48.26
NLD,1895,male,45.26
NLD,1896,female,49.9
NLD,1896,male,47.25
NLD,1897,female,51.13
NLD,1897,male,47.81
NLD,1898,female,50.61
NLD,1898,male,47.66
NLD,1899,female,50.77
NLD,1899,male,48
NLD,1900,female,49.9
NLD,1900,male,47.12
NLD,1901,female,50.37
NLD,1901,male,47.21
NLD,1902,female,51.99
NLD,1902,male,49.35
NLD,1903,female,53.09
NLD,1903,male,50.05
NLD,1904,female,52.19
NLD,1904,male,49.59
NLD,1905,female,53.5
NLD,1905,male,50.76
NLD,1906,female,53.85
NLD,1906,male,51.73
NLD,1907,female,54.74
NLD,1907,male,52.31
NLD,1908,female,54
NLD,1908,male,51.59
NLD,1909,female,56.14
NLD,1909,male,53.75
NLD,1910,female,56.25
NLD,1910,male,54.07
NLD,1911,female,54.31
NLD,1911,male,52.08
NLD,1912,female,58.15
NLD,1912,male,56.16
NLD,1913,female,58.44
NLD,1913,male,56.3
NLD,1914,female,58.31
NLD,1914,male,56.1
NLD,1915,female,58.2
NLD,1915,male,56.3
NLD,1916,female,57.17
NLD,1916,male,55.19
NLD,1917,female,56.7
NLD,1917,male,54.64
NLD,1918,female,48.65
NLD,1918,male,46.64
NLD,1919,female,55.63
NLD,1919,male,53.97
NLD,1920,female,58.92
NLD,1920,male,57.09
NLD,1921,female,60.55
NLD,1921,male,58.91
NLD,1922,female,60.47
NLD,1922,male,59.14
NLD,1923,female,62.77
NLD,1923,male,61.26
NLD,1924,female,63.54
NLD,1924,male,62.25
NLD,1925,female,63.92
NLD,1925,male,62.35
NLD,1926,female,63.69
NLD,1926,male,62.3
NLD,1927,female,63.36
NLD,1927,male,61.9
NLD,1928,female,64.5
NLD,1928,male,62.94
NLD,1929,female,62.89
NLD,1929,male,61.44
NLD,1930,female,65.4
NLD,1930,male,63.95
NLD,1931,female,65.01
NLD,1931,male,63.67
NLD,1932,female,66.06
NLD,1932,male,64.75
NLD,1933,female,66.69
NLD,1933,male,65.4
NLD,1934,female,67.34
NLD,1934,male,65.88
NLD,1935,female,67.25
NLD,1935,male,65.8
NLD,1936,female,67.41
NLD,1936,male,66.08
NLD,1937,female,67.72
NLD,1937,male,66.23
NLD,1938,female,68.26
NLD,1938,male,66.55
NLD,1939,female,68.55
NLD,1939,male,66.92
NLD,1940,female,67.29
NLD,1940,male,63.59
NLD,1941,female,66.9
NLD,1941,male,63.82
NLD,1942,female,67.62
NLD,1942,male,64.07
NLD,1943,female,66.2
NLD,1943,male,62.69
NLD,1944,female,63.6
NLD,1944,male,59.07
NLD,1945,female,61.19
NLD,1945,male,50.78
NLD,1946,female,68.87
NLD,1946,male,66.24
NLD,1947,female,70.84
NLD,1947,male,68.3
NLD,1948,female,72.39
NLD,1948,male,69.72
NLD,1949,female,71.58
NLD,1949,male,69.02
NLD,1950,female,72.59
NLD,1950,male,70.31
NLD,1951,female,72.76
NLD,1951,male,70.26
NLD,1952,female,73.29
NLD,1952,male,70.96
NLD,1953,female,72.99
NLD,1953,male,70.43
NLD,1954,female,73.83
NLD,1954,male,70.96
NLD,1955,female,74.09
NLD,1955,male,70.94
NLD,1956,female,74.11
NLD,1956,male,70.97
NLD,1957,female,74.58
NLD,1957,male,71.38
NLD,1958,female,74.84
NLD,1958,male,71.46
NLD,1959,female,75.17
NLD,1959,male,71.25
NLD,1960,female,75.3
NLD,1960,male,71.45
NLD,1961,female,75.73
NLD,1961,male,71.43
NLD,1962,female,75.57
NLD,1962,male,70.96
NLD,1963,female,75.78
NLD,1963,male,71.01
NLD,1964,female,76.27
NLD,1964,male,71.28
NLD,1965,female,76.16
NLD,1965,male,71.14
NLD,1966,female,76.14
NLD,1966,male,71.05
NLD,1967,female,76.58
NLD,1967,male,71.18
NLD,1968,female,76.44
NLD,1968,male,70.93
NLD,1969,female,76.29
NLD,1969,male,70.92
NLD,1970,female,76.52
NLD,1970,male,70.83
NLD,1971,female,76.81
NLD,1971,male,71.03
NLD,1972,female,76.82
NLD,1972,male,70.84
NLD,1973,female,77.18
NLD,1973,male,71.35
NLD,1974,female,77.65
NLD,1974,male,71.63
NLD,1975,female,77.73
NLD,1975,male,71.47
NLD,1976,female,77.9
NLD,1976,male,71.53
NLD,1977,female,78.5
NLD,1977,male,72.08
NLD,1978,female,78.47
NLD,1978,male,71.94
NLD,1979,female,78.88
NLD,1979,male,72.43
NLD,1980,female,79.14
NLD,1980,male,72.44
NLD,1981,female,79.28
NLD,1981,male,72.7
NLD,1982,female,79.39
NLD,1982,male,72.73
NLD,1983,female,79.56
NLD,1983,male,72.93
NLD,1984,female,79.67
NLD,1984,male,72.96
NLD,1985,female,79.64
NLD,1985,male,73.06
NLD,1986,female,79.58
NLD,1986,male,73.07
NLD,1987,female,80.04
NLD,1987,male,73.5
NLD,1988,female,80.22
NLD,1988,male,73.68
NLD,1989,female,79.91
NLD,1989,male,73.66
NLD,1990,female,80.09
NLD,1990,male,73.82
NLD,1991,female,80.14
NLD,1991,male,74.05
NLD,1992,female,80.28
NLD,1992,male,74.3
NLD,1993,female,79.99
NLD,1993,male,73.98
NLD,1994,female,80.3
NLD,1994,male,74.58
NLD,1995,female,80.36
NLD,1995,male,74.6
NLD,1996,female,80.32
NLD,1996,male,74.65
NLD,1997,female,80.53
NLD,1997,male,75.16
NLD,1998,female,80.67
NLD,1998,male,75.18
NLD,1999,female,80.44
NLD,1999,male,75.33
NLD,2000,female,80.56
NLD,2000,male,75.53
NLD,2001,female,80.7
NLD,2001,male,75.81
NLD,2002,female,80.68
NLD,2002,male,75.99
NLD,2003,female,80.93
NLD,2003,male,76.24
NLD,2004,female,81.43
NLD,2004,male,76.87
NLD,2005,female,81.59
NLD,2005,male,77.2
NLD,2006,female,81.88
NLD,2006,male,77.63
NLD,2007,female,82.31
NLD,2007,male,78.02
NLD,2008,female,82.28
NLD,2008,male,78.32
NLD,2009,female,82.65
NLD,2009,male,78.54
NLD,2010,female,82.73
NLD,2010,male,78.78
NLD,2011,female,82.86
NLD,2011,male,79.21
NLD,2012,female,82.83
NLD,2012,male,79.15
NLD,2013,female,83.05
NLD,2013,male,79.42
NLD,2014,female,83.29
NLD,2014,male,79.88
NLD,2015,female,83.13
NLD,2015,male,79.74
NLD,2016,female,83.13
NLD,2016,male,79.88
NLD,2017,female,83.32
NLD,2017,male,80.07
NLD,2018,female,83.33
NLD,2018,male,80.16
NLD,2019,female,83.57
NLD,2019,male,80.47
NLD,2020,female,83.08
NLD,2020,male,79.68
NLD,2021,female,83
NLD,2021,male,79.69
NLD,2022,female,83.11
NLD,2022,male,80.12
NLD,2023,female,83.35
NLD,2023,male,80.31
NOR,1846,female,49.67
NOR,1846,male,46.44
NOR,1847,female,46.08
NOR,1847,male,43.47
NOR,1848,female,46.7
NOR,1848,male,43.36
NOR,1849,female,49.82
NOR,1849,male,46.31
NOR,1850,female,51.28
NOR,1850,male,47.78
NOR,1851,female,51.49
NOR,1851,male,47.97
NOR,1852,female,49.94
NOR,1852,male,46.98
NOR,1853,female,49.33
NOR,1853,male,46.48
NOR,1854,female,53.3
NOR,1854,male,49.92
NOR,1855,female,52.26
NOR,1855,male,48.59
NOR,1856,female,51.84
NOR,1856,male,48.84
NOR,1857,female,51.6
NOR,1857,male,48.81
NOR,1858,female,53.09
NOR,1858,male,50.04
NOR,1859,female,51.28
NOR,1859,male,48.56
NOR,1860,female,51.3
NOR,1860,male,48.67
NOR,1861,female,46.94
NOR,1861,male,44.67
NOR,1862,female,45.8
NOR,1862,male,43.61
NOR,1863,female,48.16
NOR,1863,male,45.27
NOR,1864,female,49.95
NOR,1864,male,47.62
NOR,1865,female,51.85
NOR,1865,male,48.98
NOR,1866,female,51.47
NOR,1866,male,48.35
NOR,1867,female,49.55
NOR,1867,male,46.22
NOR,1868,female,48.95
NOR,1868,male,45.42
NOR,1869,female,50.99
NOR,1869,male,47.54
NOR,1870,female,52.55
NOR,1870,male,49.18
NOR,1871,female,51.4
NOR,1871,male,47.96
NOR,1872,female,51.57
NOR,1872,male,48.47
NOR,1873,female,51.16
NOR,1873,male,48.19
NOR,1874,female,49.23
NOR,1874,male,46.3
NOR,1875,female,49.17
NOR,1875,male,46.1
NOR,1876,female,48.31
NOR,1876,male,45.33
NOR,1877,female,51.2
NOR,1877,male,48.3
NOR,1878,female,53.18
NOR,1878,male,50.4
NOR,1879,female,54.36
NOR,1879,male,51.93
NOR,1880,female,53.27
NOR,1880,male,50.5
NOR,1881,female,51.85
NOR,1881,male,49.03
NOR,1882,female,48.49
NOR,1882,male,46.26
NOR,1883,female,50.7
NOR,1883,male,48.49
NOR,1884,female,52
NOR,1884,male,49.52
NOR,1885,female,52.3
NOR,1885,male,49.76
NOR,1886,female,52.88
NOR,1886,male,50.48
NOR,1887,female,52.76
NOR,1887,male,50.56
NOR,1888,female,51.64
NOR,1888,male,49.06
NOR,1889,female,50.43
NOR,1889,male,47.65
NOR,1890,female,50.03
NOR,1890,male,47.13
NOR,1891,female,51.42
NOR,1891,male,48.13
NOR,1892,female,51.45
NOR,1892,male,47.86
NOR,1893,female,53.26
NOR,1893,male,49.48
NOR,1894,female,52.41
NOR,1894,male,48.79
NOR,1895,female,54.4
NOR,1895,male,51.15
NOR,1896,female,55.88
NOR,1896,male,51.76
NOR,1897,female,55.64
NOR,1897,male,51.76
NOR,1898,female,55.76
NOR,1898,male,52.12
NOR,1899,female,53.42
NOR,1899,male,49.8
NOR,1900,female,55.14
NOR,1900,male,51.77
NOR,1901,female,56.43
NOR,1901,male,52.72
NOR,1902,female,57.98
NOR,1902,male,54.93
NOR,1903,female,56.45
NOR,1903,male,53.44
NOR,1904,female,57.33
NOR,1904,male,54.78
NOR,1905,female,56.17
NOR,1905,male,53.94
NOR,1906,female,58.11
NOR,1906,male,55.63
NOR,1907,female,57.86
NOR,1907,male,55.05
NOR,1908,female,57.56
NOR,1908,male,54.96
NOR,1909,female,58.86
NOR,1909,male,55.98
NOR,1910,female,59.5
NOR,1910,male,56.39
NOR,1911,female,59.63
NOR,1911,male,56.35
NOR,1912,female,59.22
NOR,1912,male,56.18
NOR,1913,female,60.02
